id,usd_value,follower_count
0xbeee71efd132dc12526bf6a2e50903dc19008b39,160.48058931690662,276
0x89a45ac4591abd71cc5f5404d6310b71e4a66cbb,159.13529042010418,277
0x68ea9b79807863c41421f9861fdfc3b90c43b9f3,156.95353977203774,878
0xa11dde41a9f981c0f511abbe1e8f02b6196ca04d,156.3526751254767,174
0x6613113a35ebc3fe14346d20078c331b00d23dda,155.93119030381902,835
0xd90a211945b13a8edf644b461d0d115a7e2c5f78,154.67482497672046,882
0xe6b23a91ca53999cbef0e1efc0d96c0892a4390e,148.54544552640607,39
0x6cb6b3624ba28edc6ef50f2d01be33c1e09a95c4,145.79231214194797,132
0xc84093d6c4d437ae262836b52f9e2fd616b04740,146.44193547818645,41
0x44a509acf307739f27394ffb47517c9a7a964606,144.57621833331712,168
0x844c9d66644caf9974c241ea848f2d583f7bc79a,153.05867724555583,172
0x26fa8d7fb1e5ed3c45ada7f931c4dd0176ad18b2,142.0288415477852,421
0xebdad86fda89af4e4c6b0114a48f2ce0dc4b0154,143.31148317087354,592
0xaed9ad7ea0ea2d1feb10daea4033b6fd7fce291e,143.24408484550008,166
0xe09c0d3ebc000783528386939367567d2074d168,142.85387405689647,214
0xbebc45fb70a4c0d47e721e923a28ecaaf66f0707,143.0567968197538,5
0xf61f9d6a2b6385e9ec43ae8d72de7f29f3c2cba1,141.3251931518453,74
0x25cac74e2ed9a61d9f2dd9b2a2c5bb6b885e9889,140.29487243912803,59
0x6f5ab4c4e288405f4639ce08d85268678b927a8d,140.39193945566538,85
0x4d97c143c025259f8cdc5f6c9a56d9c8c4dcfec4,139.97271942446218,1665
0xf13fe8a83bd6f04117d2d674830fa4c7e28d8bf5,139.69395226271652,259
0xa669dfb20854b299ca64e345467b60643301c279,138.74525540787624,772
0xc8b3468ac752c34d03ffbcb69ccbde5bd83661b4,137.9864643084178,266
0xa30b7f9bd962e9de0e087a90edb622872827c84c,137.75849513903557,187
0x75191ee16f3947ea15e1e05c4b068e188188653c,137.75478352295096,12
0xd6ecaf9b390c40ce51002f1c408dce92ac4c0e4d,135.1739929491463,31
0x7f7d4d6d31549f2cc57a7383597f3574af29fe69,135.03909783133116,69
0x52b3f19ac9f7e2109a6e640ad889cd15104dc32a,134.32130879016538,317
0xea3ebe12b77af2363dcce2a1478e9e88eb37643b,132.8389722239831,63
0xe71f0cf68546d2d3337caeb9a3c28ab8492519ef,133.43311981476515,154
0xba381286b12e0a24695838a4265ae2945ea2d768,131.27359879745822,12
0x43cadaa55ff9b41ea629975f510801fdb9ea6c45,132.14117874400932,1081
0xc08f785fca20e9a8bd34c2133c9f9b1cce8b02bf,131.90659931512945,1291
0xf8aca69fdd249312aaa27eb057d4cd3b1af1e682,129.88138240040084,246
0x122cf38cc87f3924fb08846fac90e0eeedf2b58e,129.8427606624916,979
0x1e65f7e715078ed4268a75b25f45e0129333896e,129.7911559933774,3707
0xe866b85a5ddaea8cdcf88ced38233041dc88a35a,129.61867780380564,1201
0x648846388020c5a126c9bbcea501b6218840cfe9,129.39473699358672,289
0x21e83a4a8ff5913d40fb1088aa53c8b4109878cc,128.22962431270628,173
0x958b81b644c4454082065482e3abb31e1b4ccfbe,127.98301515741957,348
0x1d9226fa939b7deb315067014e9142bdb3406a44,125.33508945391904,194
0xd249e9c040ab88a0028482419a6933db2850500c,126.06522406261712,901
0x9b4c549e69629078c9fc7ace0bb9f3d6df4714af,122.95887525357851,205
0xcd1b393e15e2e6a4b8df0aed618e6c18221bfd10,123.75298170018868,42
0x0b8b7d077d22dffb507a96deb4bdbdf37dd80032,126.25194659127254,162
0x105cbf93b3251a406aa721ad55d38c1f6eef9c4b,124.46736034108706,2464
0xd81347eda0e44a8f7b1bec0b792eaa2ec0ee68c5,124.2408971155182,130
0x54460b4e5ff70aceedcecd32d0e81b0d18249f9e,123.7012935059653,1084
0x613365df4fd14d1bfa88d51f80b0a360982579b6,120.50435201471254,433
0xe327ad1aa718ae837be5b9bddebdcb321c7609fd,1775.3880566726607,850
0x51f246b6049487013c16425208b8be777da79694,1774.9465992036103,1016
0x47bfe7affd6806e0bf20372acdf0bd45942ff25e,1767.9649582324748,1231
0x775021e0ec437bda8dbfe8ab8585029b317f2be0,1767.1388963424856,166
0xa8abad87a356c80ef5d44970cd969aca29ae609c,1762.741641656748,1973
0x3c04804793d445074984d5480574661c435d8b1a,1750.6102992369792,294
0x102560da7c5d0ddeb9d0adb81ef55cc9b88860f5,1738.1073535900189,329
0x8fbbb256bb8bac4ed70a95d054f4007786a69e2b,1709.804103359539,1090
0x5cb6703f9859faac4543312eb8f3232744ac157c,1706.4123549079022,229
0x32d362356ecf2e42b0702411aea1475eb2a88ccc,1702.9030098840547,1161
0xcaac03341ad332c8238750ffdcf031a5eaab96c2,1701.1914261863967,253
0x4f735b421b36b65e20d98ee603e6253b1b1cef45,1699.515192309496,81
0x134c898c7fa58aa4318eaa995f5d2456879d09f6,1692.484055053977,1251
0x4d915a2f0a2c94b159b69d36bc26338e0ef8e3f6,1684.6734595771593,152
0x177a124cd9e3be63298b2d55513f00f60bb0f74d,1657.9737491325377,1435
0x3f2363c86acaa8b43dfbdfbc178fb136962f2f5a,1644.6173677666243,138
0x9b2844b2e9e65128dd4148e61329ab56e191946a,1642.564644055579,344
0x4eb81b542e6c43d4e97304a2a3c05cee7f94f882,1642.0799509847768,170
0x5dfc833b3e853f3e0d8d7b5bb2d2a66dd2b9d061,1641.143555839325,1060
0xed5894b1d9e99d82ffb68cc02adacca593da39e8,1637.425038465173,356
0xe288b5fb1ec2f720b3295df3af435f023469d824,1633.3064099257208,2061
0x945f6c41516224ffef1f5c24f108b6ddd7e0c828,1626.9646659571526,720
0xd56b4f051ca689b7c897b5b8df5f771adface771,1625.269023811591,186
0x034ce34838e98b5629a55b797a68d7a64642357d,1613.1766284439489,163
0xb836c943052d01a3de4cd21fded3a82d26a27681,1613.1169285714846,1286
0x2690287040b38ef9c6f0cfd8919500e156eacc2f,1596.8734685677462,1920
0x377a3a71309ca5cb23d319baf64de92a154103ad,1593.1976237199592,2047
0x476895cb3da710bd6fac0817e6da136a6019fddb,1592.232799830886,108
0x451401613e6d48ec1da2f2aef7e6b21248d27798,1592.2226662634162,816
0x00ee402f40359a952fa39177b8ff7c6a8e86afbe,1584.13682067882,42
0x10b9f7a1435f2486324dcf6a930cfc64332a43bc,1571.2433475128585,6014
0xb2f1c2baa589ba490662be4c103241fd848c7e96,1565.1911797178236,104
0x920baaa70d89285832b45d16fc795739e4231717,1539.4020762927753,265
0xf166165839caad70726d6a25b37a4a4df2bf7b66,1534.5130754255333,61
0x44e1d1aeaa6940afafa2cb09b319cbc1dd11648b,1525.1496741086116,138
0x9c1565c8632431c290c1b9a34f3cc96eee5a7396,1522.324886404594,227
0x4778f162341c4abdb95f68348a8df2cf37543c87,1516.2659460698774,168
0xfac764f39866e52465cf3d1fe8a959a3a9fc6d27,1502.8813809806811,469
0x2f9ea193a21b446f62264a8f0c354c293447507f,1501.0085693053784,2405
0x62eb79a4e640b6af2404e893e35e42590d2c0fad,1480.0053530186337,3545
0x900b92ab2f67dc126a91c8d985cc3f4dbad4702b,1475.9452816647736,496
0xe69136f07e20ebaf09492baad5d65f5d96437941,1458.6575950147126,388
0x747bf2a818b4e642e64b76e378a5a0247ddc59ba,1454.5286717477763,4537
0xdd7e2415607580a122e92b5d1c72fef67d23215c,1453.764888130481,312
0xd929caa813a180263997ee2666c8bf1849222e19,1438.0139210900568,105
0x7a6f682b74e882d46562876c120d49c4a76cd59a,1437.8210252841861,279
0xb607e0dd91d4aa3fb8671ec6a89de0de2c38bab1,1413.2827374149965,628
0x1a25d2e22289d4d49a98b9e5b4ed7383b106f746,1408.003173089924,561
0x8a946e72624dadbf58f27ff56f569e13e5fc190d,1393.5593058550846,258
0x7111038edba4900c0d167c24fe65685a19a4b637,1391.40123522109,138
0xfe4c6dc75789a0e3e4686692c7525f16713cf87c,1390.5188053525758,140
0x038edc61b0913f5a1fb5d4c9c05ec278b595e652,1384.08140484696,403
0x54003ed45a6f9bb6fa14413f95194daba5357a06,1381.027555719304,314
0x0de101737fafd0eb7cf0c986a1fc66137f1ece6f,1380.9323752810496,338
0x53ddd13a6d331a501904a5c6d5794760421a5781,1372.4422285332903,249
0xd2fbc1e76ab0fcd51b4ddd8318506dad05d6e224,1369.2911165476414,837
0xe05e8ba4922d3ddbd087cac40e7105c334019ec2,1360.367001437471,260
0x093d6698757f025dcc8d717de4bcafab1c5dc2fd,1353.0667278428837,3393
0xc44f63485ed5a23fbeeae300adca6a08a506aef1,1332.545953329549,2926
0xe44341ed541bcebee90c3643e403f873d8b36978,1327.550598505229,1219
0x6fe709f71359715d6a8dc462921a792f8e337cd0,1323.1768757428167,1963
0xba100f573eacaa48e73eed594918f921f8408433,1322.4560239583093,148
0x4837d94fe32b1bba264baa9f7c9eec1ecb128ad4,1321.031070453845,3257
0x36ca61a6905b132235ec0add25a0a280cb5c8853,1310.219751196506,2326
0x6039c8d7dd98ac2c48d9ee3fc026e016d18a665b,1308.4054585509339,30
0xd6ad2f958ef33137ed1fb3d73127b9bdd75513a3,1306.3731738165625,27
0x28d3324c3110680892460202e841be7efd5aa238,1304.415726544703,164
0x101b64f58c952d5c8abe7680858d02be1867fa70,1303.5694722301916,908
0x12e6b90ded9d7849ff4907438afe2ea2a8ffe645,1293.9376279355931,805
0x0de8d5c25d20a67f7dbb15e72df07d4b8384cdae,1288.9100282802983,271
0x6b48b9b09a4b90c760f5090b19dfef8b4a42ca45,1285.1641494083283,861
0xb1658bd148f54c1e59d85f7fda511b558533b0ca,1284.5057767992012,2154
0x850fdab7c76cde1de8a0e4601cfd125cb28619ae,1282.1794135241985,22
0x8e1b0044e0a50ac8bd3430b2e33abbc3aa583bf1,1269.9700625806354,3214
0x441f401502a07fa09531ee69aaf21d94745075c9,1265.5403199594912,304
0x91628188530f7b93919c81eb4d5dfe9d93ecb5be,1262.7823158924791,3211
0x2f65e984c6567e32bafb0b5e2e346204b5c7b45c,1262.4927823133678,901
0x7230124971b2177a59a09538ec3dbc69b41b9836,1261.2538892098703,5
0xa909be1ac709bc08bd8cd69604cee197360b3e33,1261.341073571545,3870
0x3e44c6cdd5a96bb17feff7fc4c23a08aba4292a2,1258.0775504131652,303
0x4b887cdd09521aa6f73a67907249696953024e2b,1255.729763499073,678
0xa94ffd16bae91b32f3e57f7c7e04f0937f01bb90,1255.289191911633,384
0x3f877e6fd1b1cf9787a24d5891bfb253711ace1a,1240.8023645035137,1210
0x0d3bbd284813cbeceb8ffbca4083cc30d9d44e23,1240.1618108743203,2479
0xf163f8d536d09a8992855a93e9666a9a9023f3ec,1238.7875587164126,275
0x264f25998a53e413d4f790d6a20632680f1552f7,1225.526247830074,1089
0xdc34ecf35e9f0a98047ef6447ae552c93d6faf4f,1222.6068859410761,303
0xa9363c589c5742de933b40fe3b7ddc3586f969d0,1212.738558635238,8
0x517325b6674c3bc0bafe78b5a8eb2bc15c41b9be,1208.2203117647928,687
0x556dc99ae3f52a46a365b1fdcfd9245ba180b523,1206.5972919142919,205
0x02a93d5e7402ef433295e7f35e9380781fcd19e1,1199.5445768338873,163
0x4f0a64b9bd696550fee74c2e31151339f6851824,1191.1585875025569,849
0x571c9b09afe7248421563e7958459413b3af98fc,1184.3220269093244,549
0x086baac117d563270ec8ecbd465d6efb10f9f9f4,1183.1398881931736,2840
0x625b680e0ae9ed378f6ef1f3218c243f9a51fa5c,1176.7459584059452,96
0x0b9eb74650b616da09769ac12781bb3c87445ead,1177.1553599822967,111
0xd0c31b49f7fcaae3615a2bbad7cf92307288711b,1173.8122532170867,6570
0x383d9792e017a91780fb25041902c6b44d6eaafd,1172.1469674279897,229
0xc78848298b9e8019f43c506daf311d522373c7f3,1171.950637580471,543
0xdbae96e97d00256a09322e1c49f062cb8bebb0f0,1167.9917425386088,168
0xddee28be0d3817ea79d1938d122b5e3d169962be,11.684849594479127,74
0x3c655c70a947c17be63b11eab937b8ea280199db,11.68561832101595,70
0x40e48fab6823e7837d9d6809758a4a714a8b8470,9.676737733959767,321
0x58c2b92014aab81642669df8e838de9f56349da7,9.6199855750866,1028
0xf46238fa3fd50459c7a0585b92d692db5a11f2b9,9.269827372608823,6
0xb2b3487a26b7e3859cef50892203ef9b7770d919,8.867814783776053,122
0x49ca2444972df0b54dfefa1fc55348ded8a9805e,9.227132744126392,125
0xda80482679dc06cd95646ed91f6770c98b2bef76,9.118402644851193,0
0xe42836071318cf04a79c9c8d942d878558431861,9.053953600265029,18
0xfc20ed912b0c5b8f8068f5fe023adb8f3e82698a,11.004414058742984,65
0xf87e2e8be4dfe3abad1fb1923d53bacb76edd844,8.583857750789397,1160
0xe7ca4cb8ebbcb0bc3ad975bd73ef91d821aef67a,10.420957981473045,46
0x9b0b48bc0d8978f2769fe630146789f71a44f978,7.502855054738417,36
0xa7d9c540512fdb18475ec0e4a2a9a56ab25b871b,8.353418645551638,195
0xbe06de1cbd6bff65cfc7e27922ce34bf3c469834,9.401314656282675,3
0x7b63d053c0de78f46850a2aa4344666c1efe14d3,8.297910491837321,632
0xc2659087488634c13bf30030dc7fb63005721508,8.32159543478065,5
0xee1dd1f6c3059efe6aecce39a581113022cd1e75,8.241276852178459,248
0x355cdb1097225a017886a8273584ae9d056ba76a,8.21529062746172,173
0x808754184dcf220602b8de332a5ae262816068d9,7.280875626883,34
0xf47b576d83213eeed72acc97e0c7649d286cbc7c,8.989744180411313,6
0xfc2a49a2f7d60e884a28b558c680226bc1ad1cd7,7.958586035292777,2795
0x900cc7284e0e16cd15425d07ff78060eb4e97220,7.836250125873783,1040
0x8b4c98b423e1c72293f44e52cfaafe8a50058b73,7.808976081324708,80
0xba01430a43496df98956e42aab08eb85ca107bb1,6.7871168413349166,84
0xd4911dab76ee274acec5df9fac475a7a68e6bb04,8.741009081887745,62
0x3232e8db945f13c39f12b397d5e410170c56507a,7.282145322018354,87
0xdd2607f5a63b644c422e3f215d074632abaad17c,8.699099979168833,70
0x2534fb37d852627b72c6b584014cd47c450e5324,8.691769212205402,70
0x555004b02cf0248df2f4285edad3bbfd0d226519,7.672071469543255,65
0x0ded338e92c8873bb2720882d20e7b8abe09b074,8.604095165081754,80
0xfeef60f7d8a99d97fd39a81492c59549f160aca7,8.583574633096923,79
0x7dace45426945e671c0f1715fafa4a8a68e60e05,8.568801528624666,80
0x2a4fcc8732a1e8bb8e97f7e88af9a85da091bf10,7.3622138526331815,190
0xfc18cb0c67e8cddb15c4fd8ba46aa358d8329be2,4.923007689591333,73
0xa253a77ddbdf3e1c9795ac5126d84e9131a1b67d,8.588281154384553,80
0xc347a5ea710fa5405e9ad791e5cec7d48af5741b,10.300800566359458,80
0x2563697bafe8b107f6413470466e2c725e594ab9,8.65055500072373,78
0x4b2616fee44a921eb9016bc3c1f915bb8e602d84,8.621567001275046,81
0x44c42b7aa94b6e7ae46c36fcd05f8eba3ed815b1,8.600086311695074,80
0x022b0013b55949ac0ab32f7aab9b0991ae6563b5,8.600865775529346,79
0x145767514b5d5c12db71e2396aa3b4b49ac3d54b,8.570544458156064,78
0x55749134ec6c05e031d2b8d2c0b71a94656a73b2,8.585898219254645,106
0xb05d7bc9d0b6250a9008f34d7f4b95e7b405cadd,8.58023036383839,103
0xed613e7be075baa9faee9ff45d3313a6b6c8a982,8.567172513286087,80
0x03d538a2f0bef4a60c1511945e98ee37f6213e63,8.551184068820314,107
0xc9836ffe3c63a0a4336bc57e097573799c8e007d,8.548618679888223,106
0xccded2155b68bba674cfdd8f8741a8eff30a5302,8.160976928515176,83
0xf181567447bd3c5ab11e88df96d5661ade237bab,6.633042427403532,115
0xa0d2160c23f9a4de8ee0da06d95d6eba664ae82f,8.432153309414149,104
0x2cb21cb66cbaee4baccf6a3edab500665c163be8,8.599762006783873,73
0x2298970b9545490556578f6b29ba1aaefa606248,8.55966581436232,70
0xd579e1943a9c1b295a7fa07e7c7e7247bff0e386,8.558033768303437,10
0xee021fec813d6c4cec88e133672e7c6c89ecb363,8.552104090186159,73
0x7b87e54e05a19f24df14e85fd511f2e179ee358e,8.54933946921507,9
0x11192e7740c7b34f02d36d12cc6fc1fbfb5ea7e0,8.55600440143887,8
0x7ae1dace0b05c6d9f9d1852e32a54dc816dc05fb,8.55008635278865,72
0x6b375c8aada4edc3d773179f91f45b682248958c,8.517806871731903,7
0xef8b5e4233d1115222e4697272873c929a27d622,8.814603802268785,69
0xceac2f837bb3d1dd6a4e17b07404dd05f818bfed,8.525222142733629,6
0x3bfadde4814d806daf0eca8bbd2e3218f1710485,8.492369539729475,10
0x0d09349849ea494f785182a16b4af55239a9147c,6.8451273992451505,205
0xf45469811ff3bdda40192b1ebefadc3e3d87fba9,8.9128949744028,68
0x958552e637c0d64bd312160c3d7dac75921646c8,7.266419628460978,36
0xc503b245a53ff7fb268c189745452b76193f6945,8.548901543382135,73
0xe5513400589c924752bc6a3182a750ad96963902,10.319942201307466,132
0x0480a5e47af31df5ef62cc8850dbd2a56fc2596c,4.405378866725144,116
0x7e748f0c2251de5be2f8f2c2ac997c6974767c4d,7.68251390418251,132
0x68f83491f9ce551f61924d97fe7c61f01d85d753,6.3124403277921015,65
0x5c5e18fb9e3305d6ebd97de803d228889c845116,8.600152282995406,81
0x6a4669686b0fba6e5463383beba95a4b397d8984,2.3388642802846036,40
0x93a0a58ebbcd9911bb60242b8730def961f97499,5.837305615528194,198
0x8596abe781469c4c96a3a0cee068955988a784d6,3.605937792194223,188
0x50d96d65daf6daa8b340bae417d649cdaeace71e,2.278614859193329,46
0x161a3b1f83b1921fd43394fae15a6065cd52449d,3.4917464759481165,116
0x86dd76f0976567047a3e8f45e8fac3b08b3009bf,5.532888238500723,219
0x5a06aad9db976dcf26bac164ca10d65f291b470f,3.2987633106230363,108
0x3e010ffd60727d3759ac9b0e7877430736dd11e2,7.922075907248715,15
0x3ab9cfd3622a4ca744f505ba7bd72868561f837d,5.520690558746114,111
0xb4334b7e9a31aabe38c05d0a6ff48aa8074a0807,8.485929688211622,75
0x7cbd73d872eb65b2ee2cd91d9ebb27cd2e1ae646,7.779082060059733,0
0x1f0d12b944ab96b40c186c98871a29505c5e7b96,7.353165294672632,53
0x6bdce0088004bd56a2f98a7bbcb2ef8cacd01028,6.28116150437401,131
0xf567361ff0bcdcad1252c8e2fb8e5d4a9bb4e266,5.20245549816384,8856
0x81fbd15d5dbb138af824982921fd8d2c5fe859e1,5.057647331161868,143
0x69c2a043c4e03088c23df19552353622d79e7092,5.018666951698086,91
0xbee0f93ae4fb03ca80bf4efac07b0b73a64a58e6,3.9753999236129474,44
0x995083be08a8d7c2afd9f0686ee16729c56e34ad,4.753968001666404,8106
0x240b432d6525a3c3d8d992abe56fc2b949016b40,1.133174530487882,126
0x194c28288a10bd9ba5ed1b14828f476e73b762ae,1.4227643637344642,39
0x4fa0de7b23bcf1e8714e0c91f7b856e5ff99c6d0,4.553559396033682,494
0x22038e316dea81b04d94dc401d9019e535d154fe,1.6716681639958888,66
0xb62b94d2c0ecd05709c716b534388abcbf4037ff,1.0461231692877766,46
0xe70a76f315bcd282280cd470730470d19c53a0c6,4.504997657218287,160
0xbbe8617cf6e9e503f2c31ed1e495b37a16d4cec3,4.243199771010843,5
0x48bd59eaccd60d37a793cee80d71759f900f480a,4.590248795230809,64
0xb94adb55f19f7376f23d2ca0b0e704d7b028c2c1,4.1967210478713834,745
0x6feaff3c0e99a383d596f37e9d87c97f90739355,4.1520494165575315,1835
0xb7571d3bd6a03730dda0081c679411777dd34cdb,0.06694353870918104,13
0x7d9f3623d5ca32f3ff8761eaa0ac93063f06ae6b,4.2719963464767705,106
0x78b1a5612044ec6e183a3e7f90cd891a0bedc160,2381.4661901307636,6413
0x000000daf8544585452d36f72387f62d848de003,2368.458837139614,730
0xf46c9af77c3c5ad0e91c6cde20fdafe654e44797,2368.3213353794467,491
0xbdb7819a671b83e04800a98e00294a67d7d2ec7a,2366.06894276318,20149
0x4498701905cb0be29a31dac56cec45d976618afe,2364.9141887588507,2107
0x4198f086fbebc4167e723f91a694d62537f6322c,2355.8872227752568,179
0x6ef0efb9682238f612899b11889242901631207b,2352.8185127645606,1316
0xa0c7aed88c45bd407e00aee2414141ff62d75762,2345.599324498601,2060
0x5ebfe4a67f512e5fc5267667c7d294896d1e822e,2343.992096055651,835
0x1d766be08132039b9c94e86415ae0b4d5778f181,2340.7526201588807,2514
0xa7ebc410f625869fba68a1184f5448ccf4b7a5dd,2329.4321560504272,226
0xb7f95c5c232ac58f491c6de0a6074e6f270cb1f2,2328.685217099587,553
0x1a2fce3f8f10d69b456304737b1900314824d9da,2318.0979281017,484
0xd263b093076130d5c2db662e2237532b6eb8cc87,2297.084814086066,4715
0x111728d5a789c418d1d9a282bf01ba4bb487c96a,2296.4840697373434,12289
0xef8acdceee68227988cc980a7c9216c4f328c23d,2290.0282528946045,3350
0xda675a9888e16595c66c6c1da684df4e26f8ab69,2285.1388033259063,5856
0xe87071a2f26077f342308ec3d8526837c8d00cc1,2277.795065220451,1234
0xc918e95eaeb923a05d2d87a222066ea89192b08c,2266.9673911698383,465
0xeedd6f799a82b947045a0c6c711024aa62c2d7ce,2265.1705546193366,139
0x155a4e3cef70f8f02a8cf0c7c6c60c6e6235e6bb,2252.7030631494586,7418
0x1fed190cfd8f0931b77878554354405b26622678,2248.9289871936076,3762
0x7238db78c2a30a90766aebfe7e87dec88ebead64,2240.989911792388,720
0xb4e385afba84411e87611dbe8d6a1de4a49c61cf,2237.283554930676,1622
0xbfd3bfb8d0e4eaa4f8e2122c6c01992d41884f34,2230.085578901084,1241
0x34b9e623b195e4813f6b05bafb6cfa0fffe639e2,2193.7919747150245,791
0x708344758be51a28ecd022440889a4e3e1cf7006,2187.6720244066864,1128
0x20894368fba008374c788df358e43e1e479b4ca0,2175.981297999939,869
0xc493b2186818a6e4313c5d1ad724d53905570754,2171.661976058801,144
0x47cc7bc669d4161bb6469708c417503168704717,2163.0853018035523,4877
0xa2f17baac9e5bbeb653d13674302acaa82e3eed6,2160.4366331744277,1925
0xf892fd76070c4daa347e1fbd75af9815c6a795d5,2078.039172426342,897
0xb470c8280fda7b16f3e0c085230eb91b6a14db4b,2148.007426408763,320
0x4b9fbd668ab6a1d444485f034ee85d7a19aab233,2140.0149829916127,3394
0xd0788c420418a1e5febbb6c210715f36ca885c1b,2132.9179070937266,258
0xe330bcfa686ca11e8e6e4abf221f0eeaa39917d6,2121.881725234326,1757
0xf70c2bb5488ef12887b447d4da1dcd1e938c14d6,2107.0671323579186,1091
0xde361c58d32465dfd17434127a37145c29d16c54,2106.5185921717703,13516
0xc94f45b13d637f1466fd3f8601036de5edfca92b,2103.549462505129,1839
0x42288d439e81a90b5d84407c1cc937f180f1ea2a,2088.861122374117,803
0xba10d533cb8c5e663b5b0043d69e2ad67ec462f8,2086.4715545116233,58
0xbcfd5b70c3c85fefd61b3418e8af40709d06200f,2084.7600478818963,6
0x4d023f0044a8f4daa3ef94aaac4bf4ee85c933b6,2079.7824219410154,3986
0xcdef5f4979ab6fa4a4061eae02a3ac6836fe17f8,2077.204584824121,164
0x04a361e025415b208a711cf4a38726f1f8adc6e8,2076.4492837565112,1485
0xa139acaea60fff9446448bc95553c3c82ee4ff29,2068.7287228821056,507
0x0fb3abf4d89fd549b09c8e9d4af4a54fa6ccca2d,2069.427227740648,1508
0x7777215431dd8ea1f80fdefdf6f62c654e1acae1,2066.843428125557,795
0xe248f9fc663f1f939230652060fd220f3db3cbe6,2058.7784525812526,93
0xff6a07dce07dfbdf408ca81368484b789046eca0,2056.463455849648,194
0xaaf1f8281185e7613ec45f5d735aef8b031256fd,2051.4672507313962,97
0xe3e8673fc2d966678b5807a927cd12bb9a4c08f5,2026.317747903888,319
0x7b3c91afbe20d8a14e4e2366901a24e7560bea87,2015.8925367543568,747
0x5f3d6141b371e1d3fda66171640374211024b6a0,2015.0525250873675,3403
0x8d4771dc882e9c0acb2eb5e318c9c45a4727984f,2007.4573212728628,216
0xc94a87689b13b59182c1aa5ffe303dc63d896177,2001.850732164372,58
0x0f70bd38f9b81405a4d06d85b738326db2c9df43,1994.4609126280313,3485
0xdd7bd24f201c48f1830a4787f219d086d67e8bf1,1989.5638129738693,782
0xcdcb2bb177b8008cf88ffbc274b5326bcdec7769,1988.3335362649846,1004
0x41fa3a1f408dd59ffc2e19a99724e19ff2919fbb,1987.217397630678,3257
0xa919ab56ca5b180c243548f2946f76d051cb4ec9,1986.0736125836556,46
0x8a43a644b2a6cb1dc4ad2f0110e34bf5b9aa45b8,1984.606010983437,2147
0xae55c8b8387af435f86b1deda10d6e757b48486f,1972.8067035451793,4643
0x82bb00b7785b8b898d948f3774599b1c5004ab14,1972.5751309350348,126
0x645bf5fb030ca12da5bdef859213310e83ce3f3f,1972.2340113083924,4266
0xbcfca495966a3132ec76d1b0cf8ffe1d4ad95e0a,1966.2261893217692,352
0x79dfa71ad7987b17ee0f0105f3dfed0c2d3f6a2b,1959.457193381125,2174
0xc8980d043ee1527171203132765e26de457fb2d7,1959.2817686681653,276
0xc1be09f8e54d70f063709ad18e10c2f4c301f945,1951.4401148901711,113
0x38d1e48336dc1e0177b045460d60717b2348f362,1939.834358761599,59
0xb2a12031224fb0e61e45fd67a38ceea6c145a8cf,1938.086306781851,1733
0xedaf6304b8eaec003fc552c0664e5b4312c38a80,1936.1323478535887,367
0x6a0ad0597065eb3d2c888b7fbc2a19312cef3e4c,1925.6193399261601,132
0xda091cf9e7644e3ff2eb47a59a15655085f97d96,1923.9093362371254,88
0x494ff8c3921d064b1c5195e4febde117b5d1c4e5,1922.5962954920399,68
0xa34e8420c63e944762d3c1c4122d29b35decae5f,1919.4248166980651,362
0xff8ff7bf3b01619a3eb99a59e3ac263aaebc5fc5,1915.5007266509429,236
0xe6c8c6ea1fb3ccc5be99b9a84f927176e2b44ac2,1913.6364719520793,588
0x1984ebd87079bc93e1c23d39200f49126b0c692b,1902.46872333176,369
0xb9270c481226d7eb33059426da6ea5f81f8be857,1896.3409777174948,620
0x381211bf17f74283b4e89e6b6d44de2e49984733,1892.6626255434371,604
0xb231cb56b37cb5923e4324eb009a810174acbda2,1889.1196002514769,262
0x4e265ee79795339f8b325ed31c629065852acef7,1884.1281708034962,193
0x77a6cffd2bb45e971aa60b4b25c3cd957aab1ed7,1852.9514880255504,1389
0xae82cbccea4fed98d23f4a193e1da7e6e3b4fee4,1851.9441426198596,1527
0x2bba92bcd2525bff91ae6d2009c0672b7ba8b310,1848.9971417074398,1324
0x0a040c9a8b7919c9875f105d68a9bcd7f5e2c02b,1837.482142277341,311
0x7da10ce8d5bd7abf0ee57433366bf1c2abbef02e,1831.934584934473,620
0xeb417be70529d525485a9c71ce428166be86e8d2,1828.6732372964802,5875
0xfcfa39fbb580a72ce0df232f48c5581d64952c01,1825.6358378574955,94
0x023e97762b7671dfe080ebcbe008371db0ceaa0d,1822.1892315198027,1587
0x1b56c3c872296c16f49c2d58dd6b7a2e6163f73d,1816.3825646993616,399
0xf83b4c5dd3177dcc30fcbb7cef75669640616838,1814.7446511143046,1261
0x09d25d12bb85176f3d94ac68a98d6ac5bb81dbf1,1811.7976283107741,278
0x8cec3d02ece48ef5a0e89de3b1a70c0e1642e7d1,1809.279639140832,535
0x53fe53fcf7c45a09aee3e19c98722a83e80ad7b2,1809.2782593218094,240
0xfabb870caf5a133ff9093af847bb4090da507407,1805.5613235331018,100
0x529ccd2681bb46b15d4ff9089a08e32bd11a72bb,1783.2585580040127,508
0xe21b06cb9db1cef6b7f4d1cfe55e733cc0160e94,1781.5852471194535,509
0xce0dacf937391b8a52138f758fa7040cf8c5d182,1776.939075426669,299
0x38d004aea23c1dc86f9cff25dcda840ae9df8dae,1164.0981815992423,666
