id,usd_value,follower_count
0x0c1a7c08642864053586fc8fb429f98dc0cea6bc,330.69704723948587,1175
0x6ee657629a7730dda2ffdec5d34b1b5b1f07b6f2,327.1699354391682,86
0x5d1daefde54ca919deb1b0112d4facc0d6c2475c,325.1068329957564,255
0x83efc6a5de5f0c55db06ef49e6a36423abe4f1fc,324.12941988197144,1352
0x98376be5399208ab8710f480afc8f66071b10e0a,0,104
0xa431f4e6f7649798bd5b4f08626bcc7aff2d3c4b,0,80
0x226cb5cfd256ad15da7fd79e9ed3de8d9d42c86f,0,107
0xed17bdd84f745fd2e4c5c12372f55321e85d4544,3.3817363744826308,90
0x2a3aaf3455499e0a7b9fae89bf19eab2ee0ac1ec,1.3146048236487533,46
0x2b10b06c9bae510f704e46fa7eb8d97b3f951e9b,0,17
0x7e3f64925ca6041a8b6e8d6f45df1ced9093a12d,2.2441377711999997,5
0x86f820b36501f46a250f97c806aeedbe1c301b1b,0,98
0xcf9de7150037cb36bfd97a94fb4383eedd905644,213.99701017705564,435
0xe6685b40f05c2370f1853d382a14419233477f91,213.43789415940407,386
0x90b04b5e432db9ce6aab32b0dffa42d0a57ac2a6,211.39269948638915,93
0x6437f74c1f511c56f518ddeca4ce66da0d4d749f,212.50358091301365,72
0x23156f2d1fe89a14c742df1c3483e333dbbfa259,211.64191866827701,382
0xfeb222b5f532c586c5b186bc596c5d5fe0b3a4a6,210.77969572448464,1794
0xa03915f4908fda166920e25290b01420db0ee8d1,210.53948470423654,461
0x2c32b8126eaf1d41f287c60a9f5cb2d2300e2a15,210.47840266455967,3117
0x146170e48853b18e2fbb99185f65c6a2fb3192d6,209.96298348580683,2840
0x942a2ceb0fbc29f7779659cdaa59da9a0c740f1f,209.9255877650432,315
0xc7d785ffb0b5f92beb21382d44539048a5b5df62,209.72982651771397,1877
0xf5b31d85a2b8162134b5ac4113235562dca34b47,209.2164186526265,390
0xc960a35d63a8b431f83a841d9a8afdb3d6d4de5d,209.08785826726336,2120
0xbc57d0331836b063e65ee6c10862d995d6407e3e,208.5494949647103,1759
0x12ff125895033f1341bc4a6a08f1c1451293532b,206.91560415454344,373
0x1672edcffe31adfe3c9283506578e7bddc4b9134,206.60295159172222,195
0xe0a1c8b2adb5d501f52d557d8508a867b658a696,205.18868400995999,269
0xc1e2cde0c6325f1f727cd82c3c0bebeb528e8d25,205.46533029409466,648
0x5fc2344370310c2e4bb389e4de052fb7fe59fca6,202.41710121063247,424
0xba22f41937a0ba5291ec0bd66ab54dea571f3237,202.24709832144924,499
0xb07de04404abccdadb5c12a4ee00cb3b48a786c2,199.5143467882383,115
0x64fa1b126c36f4ef7c2e7c999fd034fb7667cf2b,198.33560040070213,1015
0x41a5f5a89f78eb4438cc061d370d28fd1fd5c64d,198.19185180290071,132
0xc8cf6b03c2aa80de2579df02aa3bed1e716e1680,193.76789801601686,3136
0x14587a0bfd7da92c723a58221220b68f7d6295cd,190.90533820754007,1362
0x5d66709462d096ec92706ccd49e548c1c42ce114,189.95391731463005,102
0xd96e7e6443099ec80a8d8b37fdeaaab1e109d62f,188.25781291620208,461
0x3a7cfa2b55a18dac1b3cc3615166035956a8c8d2,187.98947795597113,18
0x8928d0cca4949f24067cde8d57325d88db8a5d3c,186.60844276458565,603
0x95edea886ac91b1d020d7c5e4ac9d7591323540b,183.73151737479287,109
0xfeb881eb4daf793b357a39b382039adb08e47ab4,184.71341219149969,211
0x11fdfe0b6022d7175d4b0cf7f6f7200f7c21c196,182.92529369468159,31
0xb9916316f64a2900040937165a4727eed34141bc,182.0547244105445,6
0x2e40361f7e6edd474ac4596d12be7ca5bf9244b3,180.94812655768825,835
0x410139a96cf4a702fc3acac94139d78313770e95,178.91921514741284,569
0xf1935ba32737386e19f5f4cee962deb562129606,178.58594932871682,256
0xa142090def0fb59a2307fc097b01a78353a59ab8,176.35582664175575,580
0x5a22b4c1561920e925052cb205038161a1a6e64e,175.00570275384933,1052
0xdca0396c8c0a8127952c2bbceec7e61b683ff18e,174.56178225014924,10
0xc5a4c5ac7347c63b3e9c687c53033f555bf05db1,173.25240616992238,606
0xdb7d74663557676379c7438eb7b1ed507f275f9c,172.7305401735063,54
0xdd91c928d137112cbca6d05d365caef969b82ece,171.39523499979882,569
0x6cc201b50853ced482234f3919f8fedd7216e9d4,169.75113221713747,456
0x49c74d9f4da753cdd929cd2c21667753598b29d9,169.08326809942707,523
0x659b24713908543c21db0bbbf408cd7700f443b0,166.41817385322395,924
0xa57da028a1a31cab107ef5b42f97999c9fa3bfc0,165.67967299583484,2560
0x18ea2d8fc69fb6e1b9642377c1e6d871bd08b3bb,164.3222180971784,150
0x136b4fd8c429d4f7cd7980f632a707bf5ca765ef,163.17293186053007,2245
0x89cabf7365ee2b51db030784ea245a40f352532e,162.7638660488376,46
0xebd51d73d4698bcb3e51d5c0257f19279e845ec3,162.47092493459832,370
0x65d76e4fba9748025aa23013cc77874bf86fff0c,162.06867635969792,64
